Date,Hour,Season,Temperature(°C),Humidity(%),Dew Point(°C),Solar Radiation(MJ/m2),Residents,AC Usage(hours),Heater Usage(hours),Holiday,Functioning Day,Electricity Usage(kWh)
2022-01-11,21,Summer,24.7,58.2,23.6,4.26,2,4.2,1.0,No Holiday,Yes,45.6
2022-01-11,22,Spring,32.4,52.9,30.5,5.47,2,2.1,0.1,Holiday,No,44.5
2022-01-11,23,Spring,26.8,57.9,25.2,3.92,2,4.6,0.4,No Holiday,Yes,47.4
2022-01-12,0,Autumn,26.1,60.0,23.7,5.01,4,3.1,2.1,No Holiday,Yes,38.9
2022-01-12,1,Summer,31.4,47.4,28.9,4.86,3,3.7,1.5,No Holiday,Yes,45.9
2022-01-12,2,Winter,30.3,60.6,29.3,5.03,3,6.5,1.2,No Holiday,Yes,52.2
2022-01-12,3,Winter,19.1,57.9,17.1,3.87,3,6.9,2.1,No Holiday,Yes,42.9
2022-01-12,4,Autumn,34.4,56.4,31.8,4.8,1,2.4,1.3,No Holiday,Yes,50.0
2022-01-12,5,Autumn,33.9,59.6,32.0,4.81,1,8.1,3.3,No Holiday,Yes,59.8
2022-01-12,6,Summer,23.9,52.4,21.5,4.87,5,4.0,1.4,No Holiday,Yes,39.5
2022-01-12,7,Winter,29.0,53.5,26.8,5.1,1,3.8,3.5,No Holiday,Yes,51.5
2022-01-12,8,Winter,29.5,55.0,27.3,5.47,2,3.2,2.0,No Holiday,Yes,42.6
2022-01-12,9,Winter,28.3,53.4,26.4,4.99,2,5.1,1.3,No Holiday,Yes,44.6
2022-01-12,10,Spring,24.2,64.7,22.9,4.5,2,9.0,1.3,No Holiday,Yes,54.0
2022-01-12,11,Winter,23.6,54.5,22.2,3.5,2,1.9,3.5,No Holiday,Yes,44.8
2022-01-12,12,Spring,26.9,54.7,24.5,4.55,5,0.9,2.7,No Holiday,Yes,40.5
2022-01-12,13,Summer,32.9,56.0,30.9,5.27,2,5.5,1.2,Holiday,No,47.2
2022-01-12,14,Spring,29.7,51.3,27.8,5.95,4,6.1,2.1,Holiday,No,53.8
2022-01-12,15,Summer,25.1,55.9,23.4,4.86,4,5.1,0.0,No Holiday,Yes,41.3
2022-01-12,16,Winter,30.9,57.0,29.0,5.85,4,6.2,0.7,No Holiday,Yes,54.3
2022-01-12,17,Winter,12.8,59.8,10.2,3.57,1,2.7,1.2,No Holiday,Yes,29.4
2022-01-12,18,Summer,32.7,54.8,30.9,4.92,3,3.1,1.2,No Holiday,Yes,50.4
2022-01-12,19,Autumn,18.3,57.4,17.0,3.89,5,5.2,3.2,No Holiday,Yes,41.6
2022-01-12,20,Summer,25.2,51.4,22.8,4.64,4,8.5,0.1,No Holiday,Yes,47.8
2022-01-12,21,Autumn,21.4,59.9,19.5,3.67,4,6.1,0.6,No Holiday,Yes,37.5
2022-01-12,22,Spring,20.5,65.9,18.5,3.86,2,6.2,2.5,Holiday,No,43.8
2022-01-12,23,Spring,32.8,55.2,30.0,5.18,4,2.9,2.2,Holiday,No,48.6
2022-01-13,0,Spring,24.7,58.5,22.7,5.27,2,5.8,1.7,No Holiday,Yes,47.1
2022-01-13,1,Winter,28.7,59.2,26.6,3.83,2,2.6,4.1,No Holiday,Yes,49.1
2022-01-13,2,Spring,26.8,51.9,25.4,5.28,3,8.5,2.6,Holiday,No,58.7
2022-01-13,3,Autumn,29.4,63.0,27.5,4.47,1,3.0,3.2,Holiday,No,47.5
2022-01-13,4,Spring,27.4,57.6,25.1,4.05,2,3.4,1.9,No Holiday,Yes,44.7
2022-01-13,5,Summer,20.6,65.4,19.4,4.65,2,2.1,1.5,Holiday,No,39.4
2022-01-13,6,Summer,32.0,52.5,29.9,5.56,3,5.2,1.5,No Holiday,Yes,51.4
2022-01-13,7,Winter,24.5,64.9,22.5,5.08,2,5.1,2.9,No Holiday,Yes,44.7
2022-01-13,8,Summer,19.2,62.3,17.2,4.32,5,8.0,2.8,No Holiday,Yes,47.1
2022-01-13,9,Autumn,24.9,59.8,22.3,5.52,1,6.6,1.8,No Holiday,Yes,42.3
2022-01-13,10,Spring,34.5,55.6,32.3,5.73,5,3.4,2.5,No Holiday,Yes,48.1
2022-01-13,11,Winter,31.3,54.6,28.5,5.05,4,6.7,3.0,No Holiday,Yes,50.6
2022-01-13,12,Spring,25.3,62.2,23.8,4.7,1,2.5,1.4,No Holiday,Yes,41.5
2022-01-13,13,Spring,25.3,58.0,23.2,5.15,4,3.6,1.7,No Holiday,Yes,46.3
2022-01-13,14,Autumn,25.4,49.5,23.3,4.15,2,5.2,2.4,No Holiday,Yes,44.1
2022-01-13,15,Summer,37.4,49.3,35.9,5.41,3,2.7,0.2,No Holiday,Yes,45.5
2022-01-13,16,Summer,28.9,55.6,26.4,4.74,5,7.1,2.5,No Holiday,Yes,56.7
2022-01-13,17,Spring,29.2,57.5,26.0,3.86,4,9.6,0.9,No Holiday,Yes,55.3
2022-01-13,18,Winter,32.2,55.1,30.2,5.28,2,4.4,2.9,No Holiday,Yes,52.5
2022-01-13,19,Summer,28.2,61.4,25.9,3.88,5,3.7,4.1,No Holiday,Yes,51.5
2022-01-13,20,Winter,25.7,49.5,23.7,4.6,5,4.7,1.3,No Holiday,Yes,42.3
2022-01-13,21,Summer,26.0,57.8,24.4,5.03,4,3.9,0.7,Holiday,No,40.4
2022-01-13,22,Winter,26.6,49.7,25.6,4.43,2,5.5,1.8,No Holiday,Yes,46.1
2022-01-13,23,Autumn,26.8,60.0,25.2,5.52,3,2.4,1.7,No Holiday,Yes,37.1
2022-01-14,0,Winter,30.6,55.4,29.3,4.33,4,5.6,2.7,No Holiday,Yes,54.0
2022-01-14,1,Autumn,27.3,58.5,24.4,5.32,5,8.8,2.2,No Holiday,Yes,57.5
2022-01-14,2,Autumn,30.7,52.3,28.7,5.4,5,1.0,1.7,No Holiday,Yes,41.9
2022-01-14,3,Winter,26.6,62.1,24.8,3.8,1,2.7,2.1,No Holiday,Yes,46.9
2022-01-14,4,Autumn,27.4,60.9,24.9,6.09,2,4.1,0.9,Holiday,No,43.7
2022-01-14,5,Spring,17.0,62.2,15.6,3.67,1,6.1,2.8,Holiday,No,45.0
2022-01-14,6,Autumn,31.6,55.0,30.0,4.72,3,6.8,3.6,No Holiday,Yes,58.5
2022-01-14,7,Summer,28.7,58.7,26.7,4.17,4,6.6,0.8,No Holiday,Yes,48.0
2022-01-14,8,Winter,32.0,52.6,29.5,5.09,5,1.6,0.4,No Holiday,Yes,45.5
2022-01-14,9,Spring,12.5,64.7,10.3,3.19,2,3.7,1.6,No Holiday,Yes,33.3
2022-01-14,10,Winter,37.4,60.4,35.3,5.8,5,3.2,0.8,Holiday,No,53.5
2022-01-14,11,Summer,26.3,61.4,24.3,4.48,1,4.9,0.7,Holiday,No,41.0
2022-01-14,12,Summer,32.5,52.3,30.3,5.57,1,5.0,0.6,No Holiday,Yes,49.9
2022-01-14,13,Summer,21.8,59.9,19.7,3.99,4,2.3,1.8,No Holiday,Yes,36.3
2022-01-14,14,Autumn,30.1,50.8,28.6,4.04,2,4.1,1.6,No Holiday,Yes,44.7
2022-01-14,15,Autumn,21.7,60.8,19.7,4.1,2,6.2,2.4,No Holiday,Yes,50.5
2022-01-14,16,Winter,23.9,59.6,22.4,3.2,4,3.7,1.4,No Holiday,Yes,42.3
2022-01-14,17,Winter,36.6,46.5,34.5,5.83,1,4.6,0.8,Holiday,No,47.5
2022-01-14,18,Spring,26.0,52.5,24.3,4.12,1,8.4,2.0,No Holiday,Yes,51.7
2022-01-14,19,Spring,28.1,55.4,24.8,4.89,1,9.0,0.9,No Holiday,Yes,57.4
2022-01-14,20,Winter,31.4,54.4,29.4,5.79,5,0.7,2.5,No Holiday,Yes,40.4
2022-01-14,21,Autumn,29.5,51.3,28.2,4.47,3,5.2,0.3,No Holiday,Yes,44.2
2022-01-14,22,Summer,27.8,58.2,25.8,5.31,1,10.0,0.0,No Holiday,Yes,54.7
2022-01-14,23,Winter,28.8,57.4,26.6,4.67,3,6.0,0.4,Holiday,No,49.8
2022-01-15,0,Spring,39.0,52.5,36.2,6.78,3,5.0,1.6,No Holiday,Yes,54.1
2022-01-15,1,Autumn,26.7,54.0,25.0,4.49,2,7.6,1.7,No Holiday,Yes,53.1
2022-01-15,2,Winter,28.0,60.8,26.8,4.38,4,5.4,2.1,No Holiday,Yes,49.6
2022-01-15,3,Winter,32.3,61.9,29.8,5.57,5,6.4,1.4,Holiday,No,54.4
2022-01-15,4,Autumn,32.5,53.3,31.2,5.03,3,4.6,1.2,No Holiday,Yes,42.4
2022-01-15,5,Winter,32.9,52.7,31.2,4.87,5,5.4,3.4,No Holiday,Yes,55.0
2022-01-15,6,Autumn,30.2,57.9,28.3,4.78,2,5.9,3.2,Holiday,No,52.8
2022-01-15,7,Summer,21.3,57.2,19.3,4.11,1,6.7,3.0,Holiday,No,49.0
2022-01-15,8,Autumn,35.2,53.9,32.8,6.19,3,4.1,2.3,No Holiday,Yes,50.6
2022-01-15,9,Autumn,21.3,61.6,19.6,3.16,4,4.1,2.4,No Holiday,Yes,40.7
2022-01-15,10,Autumn,28.5,48.8,26.7,4.86,2,1.1,1.2,No Holiday,Yes,40.9
2022-01-15,11,Winter,23.2,63.3,21.2,4.64,5,4.2,2.1,Holiday,No,47.8
2022-01-15,12,Winter,26.7,57.3,24.6,4.76,1,6.9,1.1,Holiday,No,45.6
2022-01-15,13,Autumn,28.6,54.8,26.6,5.52,5,5.9,0.9,No Holiday,Yes,50.5
2022-01-15,14,Winter,28.6,56.1,26.4,4.82,4,3.0,0.4,No Holiday,Yes,45.9
2022-01-15,15,Spring,29.1,56.1,26.7,4.82,3,1.2,2.4,Holiday,No,44.2
2022-01-15,16,Spring,35.1,47.6,32.9,5.8,4,4.7,2.2,No Holiday,Yes,56.6
2022-01-15,17,Winter,29.3,62.2,27.0,4.98,5,6.8,1.7,Holiday,No,51.1
2022-01-15,18,Winter,25.8,57.4,24.6,4.38,5,4.0,1.6,No Holiday,Yes,47.6
2022-01-15,19,Autumn,31.8,57.2,29.8,5.44,4,2.1,0.2,Holiday,No,40.6
2022-01-15,20,Summer,32.9,58.9,30.7,4.97,4,3.8,2.3,Holiday,No,50.5
2022-01-15,21,Winter,20.9,54.7,18.5,3.78,4,5.7,1.7,No Holiday,Yes,41.7
2022-01-15,22,Spring,30.0,57.9,28.3,4.73,1,7.5,2.9,No Holiday,Yes,54.8
2022-01-15,23,Autumn,30.5,54.8,28.8,5.73,5,4.5,2.1,No Holiday,Yes,44.2
2022-01-16,0,Winter,25.5,60.7,23.8,2.94,2,7.1,2.7,Holiday,No,45.8
2022-01-16,1,Spring,33.9,46.3,31.6,5.59,1,6.9,2.0,Holiday,No,59.7
2022-01-16,2,Spring,26.2,56.7,23.7,4.64,1,2.6,2.2,No Holiday,Yes,37.0
2022-01-16,3,Summer,27.6,54.3,25.8,3.92,1,7.5,2.9,No Holiday,Yes,55.0
2022-01-16,4,Autumn,26.1,58.9,23.7,4.77,2,5.6,1.8,No Holiday,Yes,43.8
2022-01-16,5,Autumn,27.1,58.8,25.0,4.95,4,2.6,2.5,No Holiday,Yes,40.9
2022-01-16,6,Summer,21.5,55.7,19.6,4.45,5,8.5,1.6,No Holiday,Yes,51.4
2022-01-16,7,Summer,19.8,56.2,17.9,2.65,3,4.7,1.9,Holiday,No,41.4
2022-01-16,8,Autumn,35.0,54.1,32.6,6.18,3,1.1,3.6,No Holiday,Yes,47.9
2022-01-16,9,Autumn,22.8,54.6,20.6,3.91,5,3.6,2.6,No Holiday,Yes,45.5
2022-01-16,10,Winter,22.0,61.8,18.9,4.55,2,3.1,1.5,No Holiday,Yes,38.2
2022-01-16,11,Winter,16.2,58.7,14.7,3.99,3,3.6,2.4,No Holiday,Yes,40.5
2022-01-16,12,Summer,23.8,46.2,21.5,3.94,1,4.1,0.7,No Holiday,Yes,37.4
2022-01-16,13,Winter,20.4,57.4,18.6,4.37,3,4.5,1.8,Holiday,No,37.2
2022-01-16,14,Spring,35.2,50.3,33.6,5.33,5,4.4,1.0,No Holiday,Yes,50.7
2022-01-16,15,Winter,32.0,48.9,30.1,4.17,1,4.8,2.5,Holiday,No,51.4
2022-01-16,16,Winter,23.6,53.0,21.5,4.94,3,6.2,1.8,No Holiday,Yes,44.0
2022-01-16,17,Spring,38.3,54.0,34.8,5.44,5,3.5,2.3,No Holiday,Yes,52.9
2022-01-16,18,Summer,31.9,60.7,30.0,4.76,2,7.4,2.8,No Holiday,Yes,61.5
2022-01-16,19,Spring,25.4,58.6,23.9,4.34,5,2.5,1.5,No Holiday,Yes,39.5
2022-01-16,20,Winter,14.5,58.2,12.4,3.59,2,6.2,1.6,No Holiday,Yes,33.5
2022-01-16,21,Summer,38.5,55.3,37.5,5.82,1,8.3,2.0,Holiday,No,57.8
2022-01-16,22,Winter,20.1,57.1,18.1,4.28,5,4.6,1.1,No Holiday,Yes,46.2
2022-01-16,23,Spring,18.8,56.6,16.8,3.21,4,5.4,2.0,Holiday,No,46.0
2022-01-17,0,Spring,32.1,50.7,29.7,4.84,4,3.1,2.0,No Holiday,Yes,46.1
2022-01-17,1,Winter,39.2,46.2,36.7,5.86,4,4.0,2.2,No Holiday,Yes,57.4
2022-01-17,2,Autumn,33.9,53.3,32.2,6.34,4,8.1,2.4,No Holiday,Yes,60.5
2022-01-17,3,Autumn,29.8,56.7,27.9,4.93,4,6.5,0.4,Holiday,No,54.1
2022-01-17,4,Spring,30.0,55.6,28.4,5.54,2,5.8,0.7,No Holiday,Yes,46.3
2022-01-17,5,Spring,31.3,54.0,29.8,5.15,5,1.1,0.8,No Holiday,Yes,38.1
2022-01-17,6,Autumn,30.8,52.0,28.6,4.84,1,3.6,2.1,No Holiday,Yes,51.5
2022-01-17,7,Autumn,28.4,58.9,27.0,4.72,4,8.5,1.7,Holiday,No,50.7
2022-01-17,8,Winter,27.5,51.5,25.7,4.67,4,5.8,0.0,No Holiday,Yes,46.4
2022-01-17,9,Winter,26.7,60.1,25.2,4.97,1,6.1,3.9,No Holiday,Yes,52.3
2022-01-17,10,Autumn,23.2,54.0,21.0,5.01,1,5.3,0.0,Holiday,No,44.3
2022-01-17,11,Winter,25.6,54.3,22.7,4.74,4,3.8,2.0,No Holiday,Yes,44.2
2022-01-17,12,Winter,18.5,53.6,17.2,4.45,2,5.7,2.6,No Holiday,Yes,42.3
2022-01-17,13,Summer,26.5,55.0,25.4,4.17,1,1.9,1.3,No Holiday,Yes,38.6
2022-01-17,14,Winter,22.1,62.3,20.1,4.0,5,1.8,2.6,No Holiday,Yes,35.3
2022-01-17,15,Spring,21.5,60.6,19.5,3.79,5,3.5,1.0,No Holiday,Yes,38.3
2022-01-17,16,Winter,27.9,60.5,25.8,4.95,2,5.4,2.2,No Holiday,Yes,52.9
2022-01-17,17,Winter,34.0,56.9,32.2,5.22,3,1.9,0.0,Holiday,No,42.9
2022-01-17,18,Autumn,31.6,51.1,29.7,5.52,2,5.3,3.2,No Holiday,Yes,57.3
2022-01-17,19,Spring,19.1,57.9,17.0,3.45,4,3.0,2.0,Holiday,No,39.4
2022-01-17,20,Winter,22.1,55.3,19.5,4.23,3,3.3,0.4,No Holiday,Yes,39.0
2022-01-17,21,Winter,31.7,60.8,30.7,5.51,4,7.6,2.6,No Holiday,Yes,57.1
2022-01-17,22,Summer,22.1,53.6,20.3,3.18,5,5.1,3.6,Holiday,No,44.1
2022-01-17,23,Winter,25.9,60.8,23.8,5.65,1,3.2,1.1,Holiday,No,46.8
2022-01-18,0,Winter,29.8,59.6,28.2,4.83,4,5.4,1.8,No Holiday,Yes,52.6
2022-01-18,1,Summer,22.2,65.7,19.3,3.2,5,2.1,1.5,No Holiday,Yes,36.9
2022-01-18,2,Autumn,27.5,55.1,25.8,4.83,2,5.8,1.2,No Holiday,Yes,53.2
2022-01-18,3,Winter,20.3,61.8,18.4,4.05,4,7.2,1.1,No Holiday,Yes,47.4
2022-01-18,4,Summer,24.0,66.9,21.7,4.36,5,6.3,1.4,No Holiday,Yes,43.0
2022-01-18,5,Spring,28.6,53.9,26.9,5.36,1,9.3,1.4,No Holiday,Yes,55.0
2022-01-18,6,Autumn,19.0,53.1,18.0,4.28,4,1.1,1.6,No Holiday,Yes,34.8
2022-01-18,7,Spring,29.2,48.7,27.4,5.07,5,5.3,1.6,No Holiday,Yes,53.2
2022-01-18,8,Spring,26.9,59.8,24.4,4.92,4,2.3,2.8,No Holiday,Yes,50.4
2022-01-18,9,Summer,29.8,48.5,27.9,4.92,1,4.7,2.7,No Holiday,Yes,49.6
2022-01-18,10,Winter,28.1,55.1,26.5,5.7,4,5.0,0.5,No Holiday,Yes,47.8
2022-01-18,11,Summer,33.8,56.6,31.4,4.64,4,9.6,1.4,No Holiday,Yes,59.3
2022-01-18,12,Summer,27.6,57.5,25.8,4.83,5,4.9,3.3,No Holiday,Yes,46.9
2022-01-18,13,Summer,24.9,59.2,23.1,4.52,3,4.8,2.3,Holiday,No,40.9
2022-01-18,14,Summer,27.6,57.6,25.5,5.17,4,7.0,2.3,No Holiday,Yes,53.7
2022-01-18,15,Autumn,29.7,61.2,27.3,4.55,3,4.9,2.2,No Holiday,Yes,53.8
2022-01-18,16,Winter,27.2,53.0,24.1,3.85,2,8.7,1.7,Holiday,No,56.7
2022-01-18,17,Spring,27.2,54.1,24.8,4.8,4,6.3,2.0,No Holiday,Yes,50.3
2022-01-18,18,Spring,23.5,54.9,20.9,4.49,3,6.7,1.6,No Holiday,Yes,50.9
2022-01-18,19,Winter,23.7,61.2,21.9,5.11,2,1.3,2.9,No Holiday,Yes,47.7
2022-01-18,20,Spring,20.0,62.6,18.5,3.36,5,9.0,1.6,No Holiday,Yes,47.0
2022-01-18,21,Winter,35.7,56.1,33.7,6.15,4,3.7,1.9,No Holiday,Yes,44.3
2022-01-18,22,Spring,20.8,63.5,18.7,5.26,5,5.0,2.7,No Holiday,Yes,44.9
2022-01-18,23,Summer,23.5,53.2,22.1,4.16,2,3.7,1.7,No Holiday,Yes,44.6
2022-01-19,0,Spring,23.4,64.6,21.5,3.7,5,3.0,1.9,Holiday,No,36.1
2022-01-19,1,Winter,31.5,61.7,29.3,4.94,5,2.6,1.6,Holiday,No,48.4
2022-01-19,2,Winter,25.5,60.3,23.3,4.56,1,5.2,1.9,No Holiday,Yes,45.7
2022-01-19,3,Winter,33.2,62.2,31.0,5.61,2,1.1,1.7,No Holiday,Yes,45.3
2022-01-19,4,Winter,23.6,51.3,21.5,4.07,5,4.5,1.5,No Holiday,Yes,39.9
2022-01-19,5,Winter,28.4,54.4,26.6,5.62,3,7.1,1.3,No Holiday,Yes,48.7
2022-01-19,6,Autumn,22.8,55.2,21.1,3.73,2,6.3,1.8,No Holiday,Yes,43.0
2022-01-19,7,Autumn,37.7,56.6,36.3,4.9,1,5.9,3.0,No Holiday,Yes,61.3
2022-01-19,8,Spring,21.1,54.5,18.2,4.66,4,3.2,2.6,No Holiday,Yes,38.1
2022-01-19,9,Winter,28.5,59.5,26.5,3.72,5,1.8,0.4,No Holiday,Yes,40.9
2022-01-19,10,Spring,30.2,61.4,28.3,4.91,3,7.1,1.6,No Holiday,Yes,53.8
2022-01-19,11,Winter,29.1,59.1,27.5,6.47,1,4.1,1.4,No Holiday,Yes,42.9
2022-01-19,12,Winter,26.1,58.3,22.6,4.6,2,4.8,0.4,No Holiday,Yes,44.3
2022-01-19,13,Autumn,26.4,53.1,24.9,4.07,5,4.6,2.3,No Holiday,Yes,47.1
2022-01-19,14,Autumn,27.2,53.4,25.4,4.69,1,6.3,1.9,No Holiday,Yes,53.2
2022-01-19,15,Summer,26.3,62.1,24.1,4.6,1,8.7,4.0,No Holiday,Yes,62.0
2022-01-19,16,Autumn,31.8,58.6,29.5,5.26,3,7.9,1.7,No Holiday,Yes,53.7
2022-01-19,17,Summer,38.1,53.4,35.6,6.14,4,0.3,1.2,No Holiday,Yes,46.7
2022-01-19,18,Summer,24.2,56.1,21.3,3.9,4,4.4,1.1,No Holiday,Yes,36.0
2022-01-19,19,Summer,20.2,50.9,17.9,4.86,4,2.3,1.5,No Holiday,Yes,38.2
2022-01-19,20,Summer,26.6,52.7,25.1,4.78,2,6.9,2.6,No Holiday,Yes,54.8
2022-01-19,21,Summer,39.9,60.7,38.0,6.35,1,5.0,2.7,No Holiday,Yes,51.0
2022-01-19,22,Spring,23.0,53.0,20.8,3.98,2,6.2,4.9,No Holiday,Yes,49.8
2022-01-19,23,Autumn,35.2,55.2,32.2,6.16,1,4.2,0.8,No Holiday,Yes,47.8
2022-01-20,0,Summer,35.4,58.4,34.1,5.41,3,2.9,2.1,No Holiday,Yes,49.2
2022-01-20,1,Winter,24.2,52.7,21.6,4.56,3,3.3,1.3,No Holiday,Yes,38.9
2022-01-20,2,Autumn,29.8,56.8,27.8,4.52,2,1.9,2.4,No Holiday,Yes,44.0
2022-01-20,3,Autumn,35.1,58.2,32.7,5.02,2,2.5,3.4,Holiday,No,54.0
2022-01-20,4,Summer,25.1,57.5,23.2,4.85,3,2.1,2.9,No Holiday,Yes,40.4
2022-01-20,5,Spring,26.0,68.7,24.4,4.38,5,2.9,0.8,Holiday,No,38.3
2022-01-20,6,Summer,24.1,51.1,21.7,3.98,4,2.8,2.7,No Holiday,Yes,40.9
2022-01-20,7,Spring,21.9,62.7,19.6,3.87,4,5.8,0.0,Holiday,No,41.5
2022-01-20,8,Winter,23.8,57.2,21.3,4.72,3,5.7,0.0,Holiday,No,43.0
2022-01-20,9,Autumn,20.9,61.8,18.9,3.77,4,5.8,1.8,Holiday,No,42.1
2022-01-20,10,Winter,27.2,58.6,25.5,4.66,5,7.3,2.6,No Holiday,Yes,54.4
2022-01-20,11,Spring,23.2,55.1,21.9,4.32,5,4.8,2.3,No Holiday,Yes,48.4
2022-01-20,12,Spring,28.2,57.5,25.8,3.86,1,3.4,3.9,Holiday,No,44.3
2022-01-20,13,Winter,19.2,51.8,17.0,3.19,2,9.4,2.1,No Holiday,Yes,51.3
2022-01-20,14,Spring,28.7,58.8,27.1,5.03,4,6.8,1.9,Holiday,No,55.2
2022-01-20,15,Winter,31.2,56.8,29.4,4.75,5,5.3,3.2,No Holiday,Yes,51.8
2022-01-20,16,Autumn,17.0,62.4,15.3,4.23,2,5.2,1.6,No Holiday,Yes,43.3
2022-01-20,17,Winter,28.9,60.6,27.6,5.37,2,5.6,2.4,No Holiday,Yes,50.7
2022-01-20,18,Autumn,33.1,56.5,31.5,5.67,1,4.6,2.4,No Holiday,Yes,48.8
2022-01-20,19,Winter,21.0,59.3,19.5,5.01,2,5.3,1.0,No Holiday,Yes,38.0
2022-01-20,20,Spring,35.4,50.9,33.6,5.49,2,6.0,2.4,No Holiday,Yes,58.8
2022-01-20,21,Winter,29.1,53.4,27.5,5.23,3,3.5,4.2,No Holiday,Yes,51.4
2022-01-20,22,Spring,23.5,62.7,22.3,4.06,1,1.7,3.1,No Holiday,Yes,44.8
2022-01-20,23,Winter,26.7,62.7,23.7,5.9,1,0.8,1.2,No Holiday,Yes,40.0
2022-01-21,0,Winter,29.8,55.1,27.2,5.97,4,6.8,4.3,No Holiday,Yes,56.3
2022-01-21,1,Summer,27.4,57.0,25.8,4.74,2,1.8,2.7,No Holiday,Yes,43.9
2022-01-21,2,Spring,29.7,52.5,27.6,5.16,4,5.9,2.4,No Holiday,Yes,52.1
2022-01-21,3,Summer,22.4,63.0,20.2,4.92,5,2.7,1.9,No Holiday,Yes,38.3
2022-01-21,4,Spring,27.8,59.3,25.3,4.71,2,2.7,2.7,No Holiday,Yes,43.1
2022-01-21,5,Summer,19.9,66.8,18.3,3.66,5,3.6,2.1,Holiday,No,34.4
2022-01-21,6,Autumn,26.4,53.6,23.9,5.08,3,5.4,2.0,No Holiday,Yes,45.4
2022-01-21,7,Winter,22.5,56.7,20.8,4.29,2,2.4,1.9,No Holiday,Yes,38.4
2022-01-21,8,Spring,23.3,58.9,22.0,4.42,4,3.8,3.0,No Holiday,Yes,35.5
2022-01-21,9,Spring,33.2,57.6,30.8,4.9,4,4.9,2.9,No Holiday,Yes,52.1
2022-01-21,10,Winter,32.5,54.4,29.8,4.39,2,2.6,1.9,No Holiday,Yes,49.4
2022-01-21,11,Spring,30.0,52.5,26.8,5.12,4,7.9,0.5,No Holiday,Yes,57.1
2022-01-21,12,Spring,21.5,62.1,20.1,4.61,2,1.6,2.0,Holiday,No,34.9
2022-01-21,13,Summer,25.4,60.3,23.1,4.43,1,4.6,1.3,No Holiday,Yes,42.7
2022-01-21,14,Spring,33.1,51.4,31.3,6.02,4,7.5,1.5,No Holiday,Yes,54.2
2022-01-21,15,Autumn,27.7,62.1,25.3,4.42,2,2.4,1.9,Holiday,No,41.1
2022-01-21,16,Autumn,38.6,58.1,37.3,5.33,2,4.8,0.9,No Holiday,Yes,58.2
2022-01-21,17,Winter,29.0,56.8,27.6,4.86,4,5.3,0.4,No Holiday,Yes,52.0
2022-01-21,18,Spring,28.0,56.9,26.3,4.75,1,3.4,2.3,No Holiday,Yes,40.4
2022-01-21,19,Winter,25.5,59.6,23.4,4.93,4,4.8,2.0,Holiday,No,43.6
2022-01-21,20,Autumn,27.7,53.3,26.0,4.38,2,6.1,2.0,No Holiday,Yes,44.4
2022-01-21,21,Spring,26.2,57.2,23.9,5.31,1,4.1,2.5,No Holiday,Yes,45.7
2022-01-21,22,Spring,30.5,47.2,28.0,6.04,5,6.5,1.3,No Holiday,Yes,50.4
2022-01-21,23,Winter,31.8,59.0,29.5,5.16,3,5.8,2.3,No Holiday,Yes,54.5
2022-01-22,0,Autumn,23.1,51.8,20.3,4.93,4,3.8,3.3,Holiday,No,45.7
2022-01-22,1,Spring,20.3,64.9,18.1,3.51,2,7.3,1.7,No Holiday,Yes,48.3
2022-01-22,2,Winter,17.8,58.3,16.4,4.32,1,3.5,3.9,No Holiday,Yes,35.1
2022-01-22,3,Autumn,29.5,55.3,26.9,5.48,1,6.7,2.0,No Holiday,Yes,52.8
2022-01-22,4,Winter,21.5,56.0,19.8,4.58,5,3.6,1.1,No Holiday,Yes,33.7
2022-01-22,5,Summer,16.2,59.0,13.8,3.62,4,4.4,2.8,Holiday,No,44.2
2022-01-22,6,Spring,28.9,62.0,26.2,3.42,1,4.7,1.9,Holiday,No,47.4
2022-01-22,7,Summer,39.5,43.2,37.2,5.63,5,5.7,3.1,No Holiday,Yes,55.6
2022-01-22,8,Autumn,27.0,62.0,25.7,4.38,2,0.2,2.4,No Holiday,Yes,37.0
2022-01-22,9,Summer,31.2,57.0,29.7,4.63,5,5.9,1.7,No Holiday,Yes,52.8
2022-01-22,10,Summer,27.4,51.9,24.7,4.8,4,4.8,3.5,No Holiday,Yes,51.6
2022-01-22,11,Autumn,26.5,52.7,24.6,4.44,5,5.6,1.5,No Holiday,Yes,51.1
2022-01-22,12,Winter,31.6,62.2,29.6,4.75,1,6.0,0.0,No Holiday,Yes,50.6
2022-01-22,13,Summer,25.5,53.6,23.2,4.03,1,5.8,2.9,No Holiday,Yes,48.0
2022-01-22,14,Winter,28.3,51.9,26.0,4.48,3,1.0,2.3,No Holiday,Yes,42.8
2022-01-22,15,Summer,28.6,61.0,26.5,5.42,5,2.9,3.3,No Holiday,Yes,48.6
2022-01-22,16,Winter,23.7,59.3,21.8,4.04,2,5.7,1.1,No Holiday,Yes,45.3
2022-01-22,17,Autumn,32.0,51.7,30.1,4.94,4,5.4,1.8,No Holiday,Yes,54.0
2022-01-22,18,Summer,26.1,58.0,23.7,4.38,3,3.4,1.6,No Holiday,Yes,41.3
2022-01-22,19,Autumn,23.2,53.9,20.9,4.49,5,6.5,2.9,No Holiday,Yes,48.6
2022-01-22,20,Summer,29.7,60.5,27.8,5.2,2,4.5,2.7,No Holiday,Yes,43.6
