Unnamed: 0,age,gender,study_hours,attendance,extracurricular,parental_education,region,score
925,18,male,2.2,66,yes,high school,south,16.5
3064,17,female,0.4,95,no,high school,east,3.97
2555,16,female,1.6,89,yes,bachelor,north,60.6
1010,15,male,1.1,94,no,none,south,2.65
1601,16,male,4.8,54,no,none,south,0.0
2121,18,male,1.6,59,no,none,south,0.0
3867,18,female,1.6,59,yes,master,west,13.74
2991,15,female,2.6,98,no,bachelor,north,13.64
2251,17,male,0.8,60,yes,none,south,0.0
170,15,male,3.1,69,yes,none,south,0.42
1633,16,male,9.7,93,no,none,east,16.12
3414,15,male,2.2,85,no,high school,east,10.05
3502,17,male,1.8,97,no,high school,west,11.15
3813,15,female,8.4,59,no,none,east,11.67
3906,16,female,0.8,82,no,none,east,0.0
749,17,female,8.7,57,yes,none,south,36.09
2006,18,male,0.7,68,no,master,south,6.99
1125,15,female,0.2,65,yes,high school,south,1.01
3838,18,male,1.3,96,no,bachelor,south,2.63
841,16,male,2.3,85,no,none,west,0.0
2575,16,female,4.8,57,no,master,south,24.61
1677,17,female,4.7,91,yes,none,south,14.46
1842,18,female,3.3,83,yes,bachelor,south,15.9
3401,17,female,8.1,57,no,none,west,8.6
3560,17,male,1.8,82,no,none,south,0.0
3151,15,male,0.2,59,no,none,south,0.0
424,16,female,3.3,57,yes,bachelor,east,19.79
3120,15,female,1.3,95,no,high school,east,16.39
1615,17,male,1.2,66,no,bachelor,south,8.59
1854,18,male,4.9,85,no,none,east,2.14
1494,18,female,1.5,91,no,none,east,3.24
663,18,male,1.5,90,no,high school,west,6.47
298,15,male,3.2,87,no,bachelor,west,0.0
1764,17,male,1.1,51,no,none,east,0.0
80,15,male,6.2,98,no,high school,east,7.88
3953,16,male,1.2,67,no,bachelor,west,24.33
3195,16,female,0.9,60,yes,none,east,12.92
142,15,female,1.9,88,no,none,east,7.46
1018,18,female,4.5,53,yes,high school,south,35.82
3365,15,female,8.8,64,yes,none,south,24.84
1475,16,female,1.5,99,no,none,south,0.0
520,16,male,4.9,64,no,high school,east,9.7
1485,15,male,0.1,84,no,bachelor,south,0.0
769,15,female,1.8,51,no,high school,north,4.88
1994,15,male,0.9,81,no,high school,east,4.95
2380,16,male,3.0,88,no,high school,north,57.22
1888,16,male,1.1,68,yes,none,south,0.0
2456,18,female,1.5,87,yes,high school,east,7.44
3882,16,male,1.4,58,yes,none,east,0.0
3192,15,female,2.1,52,no,none,south,0.0
3513,15,male,0.9,56,no,high school,south,0.0
1931,16,female,0.9,66,no,none,east,0.0
1925,17,female,0.2,87,yes,none,east,0.0
37,15,male,3.2,54,yes,none,east,0.0
459,17,male,1.8,50,yes,none,south,0.0
2257,18,male,3.9,89,no,high school,west,10.9
3077,15,male,1.4,99,yes,high school,north,37.81
1810,18,female,1.7,88,yes,high school,south,5.75
3163,17,female,1.1,54,yes,high school,east,13.12
92,17,female,0.2,94,no,none,south,0.0
108,18,female,0.2,53,yes,bachelor,east,4.64
368,17,male,0.3,94,yes,none,east,1.71
1891,15,female,0.6,62,yes,none,south,0.0
2698,17,female,3.6,83,no,high school,east,9.84
237,18,female,0.2,98,no,bachelor,south,3.95
2594,16,male,0.3,56,no,high school,east,0.66
3149,16,male,9.4,68,yes,master,south,54.62
2695,16,female,0.3,99,yes,none,south,4.69
1538,18,female,3.0,59,yes,high school,south,37.65
2785,17,male,0.9,95,yes,none,south,11.54
815,16,female,1.8,50,no,high school,south,11.42
3094,18,female,3.6,81,yes,none,east,42.04
630,18,male,4.8,61,yes,high school,south,4.47
764,15,female,1.4,84,no,bachelor,west,3.09
3726,16,male,2.8,52,no,master,south,12.52
1174,16,male,0.4,56,no,high school,south,0.0
2116,15,female,1.3,86,no,none,south,0.0
3479,15,male,4.1,67,yes,high school,east,9.32
1013,18,male,0.4,98,yes,none,east,0.0
2701,16,male,3.4,50,no,master,west,19.44
4077,16,female,3.0,86,no,high school,south,8.47
1083,17,female,8.5,92,no,high school,north,31.01
814,16,female,1.6,50,no,none,east,0.0
2299,17,female,8.9,68,yes,high school,north,29.22
3728,15,female,9.2,82,yes,high school,south,26.26
4210,15,female,1.6,64,yes,high school,north,13.77
258,18,female,9.1,52,no,none,south,10.74
2101,17,male,8.6,84,no,none,south,12.82
27,16,male,2.8,99,no,high school,east,15.71
1458,18,male,1.2,99,no,none,east,0.0
969,18,female,7.2,83,no,high school,east,22.57
99,17,male,0.3,87,no,high school,west,0.0
2450,16,female,1.7,96,no,none,east,0.0
2239,18,male,8.2,92,no,high school,east,12.31
3888,15,male,9.4,63,yes,bachelor,south,20.2
244,18,female,2.8,87,yes,none,south,2.06
3775,17,female,1.5,90,yes,none,north,14.16
573,16,male,2.3,52,yes,high school,north,6.89
3234,16,male,3.7,98,yes,high school,south,5.08
3693,15,female,0.3,85,no,high school,south,3.24
2856,16,female,6.6,61,no,high school,north,13.58
852,15,female,1.2,88,yes,bachelor,north,18.91
1232,16,male,4.3,65,yes,bachelor,south,19.9
2822,18,male,1.2,90,no,none,north,0.0
1070,18,male,0.2,82,no,none,south,0.0
3896,15,male,0.5,93,no,master,west,13.3
2392,16,male,0.2,85,no,high school,east,0.65
561,17,female,0.8,84,yes,bachelor,west,43.1
2747,16,female,4.3,56,yes,bachelor,east,27.65
2873,18,male,1.4,86,yes,none,south,4.43
2783,17,female,2.1,86,no,bachelor,east,12.55
1838,16,female,6.7,83,yes,high school,east,21.74
3579,17,female,4.5,91,no,bachelor,south,7.37
1912,17,female,4.0,86,no,none,west,24.48
1730,15,male,5.3,88,no,high school,south,9.04
3189,16,female,1.1,98,yes,high school,west,0.0
1891,15,female,0.6,62,yes,none,south,0.0
1953,16,male,1.6,93,no,high school,east,9.5
2839,15,female,7.9,68,no,high school,south,5.17
3356,15,female,0.4,59,yes,none,south,0.0
3865,17,male,1.2,99,yes,none,east,3.55
2999,16,female,1.0,53,yes,master,north,32.42
2802,15,female,1.0,55,no,high school,west,0.0
1036,16,female,3.8,60,yes,bachelor,south,13.4
1269,16,male,0.3,89,yes,high school,south,3.12
2444,17,female,1.8,84,no,bachelor,south,28.6
2694,15,male,1.2,80,no,high school,east,8.99
83,15,female,0.5,85,yes,high school,north,6.67
2314,17,male,0.1,90,no,none,south,0.0
2885,18,male,1.0,56,yes,high school,east,0.0
2403,18,female,2.6,56,no,high school,west,2.5
843,16,male,3.7,98,yes,bachelor,north,23.58
3497,18,male,0.9,63,no,high school,east,6.63
3653,15,male,1.3,55,no,high school,east,0.94
4158,15,male,0.6,88,no,none,south,0.0
4222,17,female,1.1,90,no,none,north,19.66
1122,18,female,4.2,98,no,high school,north,28.77
2657,17,male,6.4,93,no,master,east,79.86
2910,15,female,0.4,96,yes,high school,west,27.6
453,15,female,1.3,87,yes,bachelor,south,6.51
4065,18,male,1.4,92,yes,high school,south,0.0
4089,15,male,1.6,64,yes,none,south,0.0
3569,17,female,4.1,84,no,none,south,13.23
3790,18,female,1.5,94,yes,none,south,0.0
3350,15,female,4.9,90,no,bachelor,south,32.31
601,15,female,0.9,86,no,high school,north,7.05
1911,15,male,2.7,64,yes,high school,south,5.78
186,17,female,3.4,91,yes,high school,south,4.79
1363,16,female,5.7,59,yes,high school,south,29.64
739,15,female,0.7,97,no,high school,south,0.0
3957,15,female,5.3,89,yes,none,south,6.3
905,18,female,7.9,67,yes,high school,north,23.68
4170,17,female,1.4,85,no,high school,south,0.0
155,16,male,1.9,87,yes,none,south,2.86
3347,17,female,9.6,96,no,bachelor,south,22.69
2970,17,female,0.9,51,no,high school,south,0.0
2179,17,female,4.9,69,yes,none,south,13.63
3965,15,male,0.5,87,no,master,south,6.57
141,15,female,2.0,61,yes,master,east,13.44
2690,16,female,1.8,96,yes,bachelor,east,18.46
2567,17,female,1.3,83,no,master,south,15.36
3301,15,male,1.5,87,yes,master,east,19.19
1653,15,female,1.6,92,no,none,south,0.0
185,17,male,0.7,84,no,high school,south,0.0
3145,17,female,1.4,90,yes,high school,east,3.89
2798,18,female,3.7,53,yes,high school,west,11.41
4064,17,female,0.5,86,yes,none,south,0.0
987,17,male,0.3,80,no,high school,north,5.04
3144,16,female,2.0,99,no,bachelor,south,27.68
1151,15,male,0.3,51,no,none,north,3.04
564,15,male,1.4,88,yes,none,south,0.0
411,16,female,1.4,66,no,high school,east,0.0
1375,16,female,1.5,91,yes,high school,east,7.36
30,15,female,4.6,99,no,high school,north,16.1
564,15,male,1.4,88,yes,none,south,0.0
508,15,female,0.2,85,yes,high school,west,5.98
3423,17,male,1.8,90,no,high school,north,7.54
3786,18,male,3.6,90,no,bachelor,east,18.59
1483,16,male,1.3,54,no,high school,east,10.1
3695,16,female,2.6,60,no,high school,east,10.98
3302,16,female,1.0,85,no,none,east,4.67
845,17,female,9.0,89,yes,high school,south,21.03
1882,15,male,4.7,93,yes,none,south,6.94
3572,18,female,0.7,53,no,high school,east,0.0
3678,15,male,1.7,90,yes,bachelor,north,21.64
2753,16,male,8.9,68,no,none,south,16.08
3360,15,female,0.3,87,yes,none,south,0.0
414,17,female,1.0,91,yes,high school,east,13.11
4163,15,male,1.2,96,yes,none,west,16.64
678,15,female,1.5,91,no,master,south,10.91
856,16,male,2.5,68,yes,none,east,1.33
4083,17,female,2.7,97,no,bachelor,north,45.3
1212,15,female,2.0,59,no,high school,east,0.0
2737,17,female,5.8,59,no,none,north,8.89
2801,18,male,3.4,81,no,none,south,9.59
959,17,female,1.9,98,yes,none,north,31.07
874,16,male,2.6,53,no,high school,south,3.17
3867,18,female,1.6,59,yes,master,west,13.74
1508,18,male,1.0,81,no,high school,south,0.0
4019,16,female,1.3,96,no,high school,west,19.1
1002,15,male,1.3,84,no,none,east,0.0
2119,17,female,1.1,52,no,high school,south,0.0
1502,16,female,0.4,91,no,high school,south,6.75
700,16,male,1.9,62,no,high school,south,2.5
1935,18,male,0.6,59,no,master,east,12.48
425,15,female,2.4,59,yes,bachelor,east,39.56
2340,18,female,3.7,66,yes,high school,south,7.45
3969,16,male,1.2,95,yes,none,south,0.0
1973,16,male,1.6,86,yes,bachelor,south,22.83
1985,18,female,4.1,53,no,bachelor,north,18.36
1701,17,female,2.6,68,no,high school,south,0.0
3514,18,male,0.4,81,no,high school,east,6.08
3384,18,male,0.6,69,yes,master,east,14.91
113,15,female,1.9,94,no,high school,east,13.58
731,18,female,2.0,94,no,none,south,4.09
2944,15,male,8.3,98,no,bachelor,east,24.87
3195,16,female,0.9,60,yes,none,east,12.92
4107,15,female,1.7,99,yes,high school,north,13.89
2091,15,female,1.9,83,yes,bachelor,south,0.02
1976,18,male,0.9,90,no,none,east,11.19
716,17,male,0.5,68,no,high school,south,0.0
64,15,female,5.7,83,no,bachelor,east,44.34
2003,15,female,1.6,53,no,none,south,0.0
3429,18,male,7.1,58,no,none,south,1.2
1920,18,female,0.6,85,no,high school,north,18.68
4100,16,female,1.0,50,yes,none,east,0.0
4002,16,male,4.0,60,yes,high school,north,48.03
1720,17,female,2.8,90,no,bachelor,north,38.12
2347,17,female,6.5,81,yes,high school,north,16.15
629,18,female,1.7,99,no,high school,west,3.35
4004,18,female,1.5,53,no,bachelor,north,2.69
1391,15,male,0.8,55,yes,master,south,4.67
1563,16,male,0.6,50,no,bachelor,south,2.62
2782,18,male,2.4,51,no,none,south,0.0
2608,16,female,2.1,61,yes,master,south,16.26
324,15,female,3.1,63,yes,high school,east,30.32
2510,15,male,0.7,54,yes,high school,north,22.43
4152,15,male,4.0,62,yes,high school,north,58.44
530,16,female,1.7,63,no,high school,west,6.49
3757,18,female,2.0,61,no,none,west,0.0
3220,16,female,1.7,68,no,bachelor,east,27.23
3059,17,male,1.4,67,yes,none,south,0.0
756,18,female,5.7,80,no,high school,south,10.42
1050,16,male,1.3,63,yes,none,south,5.26
3637,15,male,0.5,95,no,bachelor,east,21.04
2270,15,female,1.4,61,no,high school,south,0.0
2859,18,male,0.4,59,no,none,south,0.0
786,17,male,1.0,90,no,master,south,15.3
3694,15,male,1.0,61,no,none,south,0.0
166,18,female,6.3,60,no,none,north,6.66
3094,18,female,3.6,81,yes,none,east,42.04
3194,18,female,3.5,61,no,high school,south,2.13
1870,17,female,0.2,54,yes,bachelor,north,38.53
3329,17,female,1.6,58,yes,none,west,0.0
207,15,male,0.8,99,no,bachelor,south,1.45
4074,17,male,1.9,59,yes,none,south,0.11
4203,17,female,1.3,64,no,high school,east,6.63
433,16,male,0.9,59,yes,bachelor,north,42.59
666,15,female,0.6,96,no,high school,south,5.97
2644,16,female,0.8,97,no,high school,south,0.0
1206,15,male,0.9,85,no,bachelor,south,9.85
253,17,male,0.6,65,yes,none,north,2.52
610,18,male,0.6,99,yes,none,north,7.78
1109,15,female,1.1,98,no,none,south,4.87
4214,15,male,4.4,96,no,none,south,3.47
1567,18,male,3.0,87,yes,high school,east,16.17
395,18,female,7.4,80,no,high school,south,12.91
2989,18,male,0.1,65,yes,bachelor,north,4.47
3549,15,male,2.9,50,yes,none,east,7.57
3434,16,male,7.2,83,no,high school,south,15.24
1440,17,female,0.4,86,yes,high school,south,0.0
1548,17,male,0.2,88,yes,high school,east,14.13
963,15,female,2.7,87,no,none,west,9.08
1191,17,male,0.3,54,no,none,south,0.0
2013,17,female,4.3,93,yes,high school,west,12.06
3778,18,male,4.3,52,no,high school,south,10.05
387,15,female,8.3,86,yes,none,north,62.59
1135,16,female,1.9,97,yes,bachelor,north,13.42
2384,16,female,5.7,88,no,none,east,14.99
2074,16,male,4.2,93,no,bachelor,east,45.97
1855,15,female,0.7,86,no,bachelor,east,13.11
1718,18,male,1.6,59,yes,bachelor,south,13.39
290,16,male,0.8,67,yes,none,east,1.42
3139,16,male,1.6,83,no,bachelor,north,17.28
2271,17,male,4.0,66,no,bachelor,south,25.22
1857,16,male,4.5,55,yes,none,south,3.6
109,15,male,1.5,99,yes,bachelor,south,12.64
2176,16,male,8.9,54,no,none,south,5.51
1686,18,male,0.3,69,yes,bachelor,south,15.28
1658,17,female,1.3,93,yes,master,east,15.56
1778,17,female,3.4,63,no,master,east,17.97
2684,18,male,2.1,67,yes,high school,north,10.7
1155,17,female,1.7,68,yes,master,north,16.53
3207,18,female,4.2,50,no,master,west,12.36
2514,15,female,0.2,91,no,master,south,1.67
4115,17,male,8.6,61,yes,high school,east,25.49
3363,17,male,0.7,95,no,none,south,0.0
1587,15,female,0.2,89,yes,high school,south,5.84
961,18,male,5.0,54,no,master,east,57.93
2205,16,female,3.7,90,no,high school,south,10.27
65,18,male,1.9,60,no,high school,south,30.12
647,18,female,3.8,85,no,high school,south,0.94
1584,17,male,1.5,67,no,none,north,6.5
986,16,female,0.5,65,yes,none,east,0.0
3686,15,female,4.8,59,yes,none,east,6.42
2907,18,female,0.2,96,no,none,south,0.0
1474,15,female,5.4,68,no,none,north,10.91
2962,16,male,0.4,95,yes,high school,north,5.48
2113,17,female,4.3,86,no,high school,north,20.88
1861,16,male,3.9,82,no,bachelor,south,18.87
2407,16,female,0.5,61,yes,high school,north,15.38
3568,17,male,4.6,99,yes,high school,east,19.3
2370,16,female,0.2,83,no,high school,south,0.0
73,16,male,0.3,59,no,none,south,0.0
1865,17,male,1.8,85,no,none,south,0.0
1825,18,female,1.1,95,no,high school,east,0.85
1798,15,female,5.8,88,yes,high school,east,14.65
3844,18,female,1.7,57,no,high school,south,5.49
4111,15,female,1.1,81,yes,none,east,18.1
1375,16,female,1.5,91,yes,high school,east,7.36
2088,16,female,1.9,53,yes,none,south,0.0
1053,17,male,0.9,83,no,bachelor,south,0.0
2265,16,female,2.0,87,no,high school,east,22.87
2035,16,female,0.2,67,yes,high school,north,2.77
2571,16,male,0.3,61,yes,none,east,0.0
288,17,male,2.9,88,no,bachelor,south,36.86
2682,15,female,7.2,87,no,none,east,16.64
427,16,male,1.8,87,no,bachelor,north,53.04
1275,18,male,1.4,94,no,high school,south,0.0
4003,18,female,1.6,59,yes,none,east,13.26
446,15,male,0.2,60,no,none,south,0.0
2177,16,male,0.8,52,yes,master,east,43.25
1556,17,female,4.2,86,no,none,south,8.14
3246,18,female,2.0,85,no,bachelor,west,4.75
165,16,female,7.5,58,no,none,west,10.52
2958,18,male,1.8,93,no,high school,west,0.0
3071,18,female,9.2,58,no,high school,east,28.91
136,15,male,3.2,68,no,bachelor,south,10.78
1243,16,male,9.9,53,yes,high school,south,21.33
2255,17,female,4.7,96,no,high school,south,23.23
3127,18,male,0.2,51,yes,high school,east,4.74
3791,17,male,0.8,84,no,bachelor,north,46.71
1621,15,female,0.8,86,no,none,south,0.0
3990,16,male,1.0,90,no,high school,west,2.7
736,18,female,4.2,91,no,high school,south,5.34
16,18,female,1.9,64,no,master,east,37.76
3910,17,male,6.1,86,no,none,south,17.82
3631,16,female,3.7,83,no,high school,south,5.67
3098,17,male,6.7,81,no,none,south,31.73
3733,18,female,2.7,85,no,none,south,0.0
706,16,female,3.7,69,no,none,south,0.0
1631,15,female,1.2,90,no,high school,north,19.93
3894,18,male,2.4,97,no,high school,north,38.99
2396,16,male,2.0,98,no,none,east,0.0
2535,17,female,6.1,52,no,high school,south,5.0
628,16,male,3.8,96,yes,high school,south,10.87
3916,15,male,1.8,56,yes,bachelor,east,7.32
358,15,male,3.2,84,yes,master,south,15.75
1661,18,male,1.8,84,yes,high school,south,10.49
3148,16,female,4.0,59,no,bachelor,east,7.81
544,15,male,0.5,67,no,high school,east,0.0
2056,15,female,0.8,68,no,high school,east,8.84
1810,18,female,1.7,88,yes,high school,south,5.75
2882,17,female,1.0,82,yes,high school,north,7.22
1598,16,female,1.2,82,yes,bachelor,south,7.19
3892,18,female,0.8,55,yes,bachelor,south,2.54
91,16,male,3.3,63,yes,none,east,0.0
1291,18,male,0.6,64,no,high school,south,0.0
3869,18,male,0.3,96,yes,high school,west,0.0
3145,17,female,1.4,90,yes,high school,east,3.89
4154,15,male,2.6,60,no,high school,north,5.9
2107,17,female,1.6,93,yes,high school,east,14.93
3885,18,female,1.3,61,yes,none,east,0.0
669,15,female,1.5,52,no,bachelor,north,14.63
3379,15,female,3.1,51,no,high school,south,2.09
4100,16,female,1.0,50,yes,none,east,0.0
2138,18,female,0.8,95,yes,master,east,46.59
2253,15,male,1.7,64,no,master,south,12.16
3103,18,male,8.1,61,no,bachelor,east,28.42
3467,17,male,8.7,60,no,high school,south,14.3
1316,16,female,1.8,91,no,high school,east,9.48
3804,16,female,1.4,67,yes,high school,south,4.41
903,17,male,0.3,80,no,high school,east,26.88
1775,18,male,1.8,56,yes,bachelor,south,1.13
3892,18,female,0.8,55,yes,bachelor,south,2.54
4171,16,female,0.2,57,yes,master,south,20.32
402,15,female,4.1,87,yes,high school,east,19.36
2939,15,female,0.6,80,no,none,south,0.0
1595,17,female,2.5,83,yes,high school,west,11.99
500,18,female,0.1,67,no,bachelor,south,0.0
2218,18,male,6.6,98,yes,none,north,15.84
2612,18,female,0.3,55,no,none,east,0.0
1255,16,female,1.6,69,no,high school,south,20.28
4163,15,male,1.2,96,yes,none,west,16.64
2996,18,female,0.8,99,yes,high school,south,9.98
1282,16,female,1.6,97,yes,bachelor,south,11.78
1661,18,male,1.8,84,yes,high school,south,10.49
2950,17,female,1.9,61,yes,master,south,8.07
2165,17,female,0.7,93,no,high school,east,3.3
1355,15,male,3.7,91,no,high school,east,16.98
2609,15,female,0.3,82,no,bachelor,south,14.47
3037,17,female,1.4,52,no,none,east,1.96
2513,16,male,1.6,98,yes,bachelor,south,8.87
3373,17,female,5.5,93,no,high school,south,18.86
3281,18,female,1.2,89,yes,none,east,6.46
2663,18,male,1.8,60,no,high school,north,15.51
3559,16,female,0.8,82,yes,none,north,4.14
1875,18,male,0.5,67,no,bachelor,south,0.19
4079,16,male,1.7,90,no,none,south,0.0
1157,16,male,1.8,95,yes,none,south,0.0
3983,18,male,1.1,88,no,high school,north,4.75
4213,17,female,5.7,83,yes,high school,south,23.61
277,15,female,3.3,88,no,master,south,14.79
2883,18,female,1.7,82,no,none,west,0.0
2077,17,male,4.9,65,no,none,south,0.0
595,16,female,2.0,82,no,bachelor,east,9.37
4042,16,female,0.2,62,no,none,south,0.0
2140,18,male,1.6,64,no,bachelor,south,10.58
2142,17,female,1.3,83,yes,none,east,5.57
417,16,female,0.5,82,no,high school,east,27.52
1703,15,female,1.1,85,no,none,south,0.0
1596,18,male,1.3,80,yes,master,south,13.17
2798,18,female,3.7,53,yes,high school,west,11.41
628,16,male,3.8,96,yes,high school,south,10.87
1810,18,female,1.7,88,yes,high school,south,5.75
2272,15,male,4.5,58,yes,none,east,6.42
2418,15,male,1.6,85,yes,high school,south,8.02
387,15,female,8.3,86,yes,none,north,62.59
3857,17,female,2.0,89,yes,high school,west,33.81
3826,17,female,1.8,59,yes,bachelor,east,31.08
581,17,male,1.6,99,no,none,east,0.0
7,18,male,1.7,58,no,none,south,0.0
954,15,male,0.5,65,no,high school,north,9.69
1973,16,male,1.6,86,yes,bachelor,south,22.83
3366,18,female,4.4,86,no,high school,south,9.24
1369,17,female,1.1,57,yes,none,south,0.0
3219,15,male,1.9,57,no,high school,south,14.88
608,18,male,1.2,60,yes,none,east,5.28
3769,17,male,1.3,52,no,bachelor,west,10.79
2481,17,male,6.1,91,no,high school,south,11.72
4069,18,female,2.9,60,no,bachelor,south,7.84
3150,18,female,5.7,66,yes,none,east,18.2
4053,17,female,1.6,95,no,high school,south,23.37
3172,17,male,0.2,80,no,none,east,3.39
4111,15,female,1.1,81,yes,none,east,18.1
4089,15,male,1.6,64,yes,none,south,0.0
1222,15,male,2.9,60,yes,none,south,11.9
3790,18,female,1.5,94,yes,none,south,0.0
61,17,female,0.9,56,no,none,south,0.0
934,15,female,1.5,91,no,none,west,0.0
137,15,female,0.3,55,yes,none,east,0.0
2838,15,male,0.6,54,yes,high school,east,1.6
1328,18,female,0.2,50,yes,high school,north,27.58
2089,15,male,1.6,58,no,high school,south,0.84
141,15,female,2.0,61,yes,master,east,13.44
4092,15,female,3.5,94,no,none,east,2.4
1249,18,male,1.8,91,no,none,south,0.0
1541,17,male,1.5,87,no,master,north,8.85
2495,15,male,0.9,98,yes,none,east,1.07
3442,18,male,3.9,86,no,none,south,4.54
3964,16,female,2.5,99,yes,none,south,2.45
3691,17,male,4.8,93,no,high school,south,16.05
1848,18,female,0.6,87,yes,bachelor,south,8.61
2004,16,male,1.0,81,no,bachelor,east,8.75
3407,16,female,2.4,82,yes,bachelor,north,23.6
4020,18,female,6.0,83,no,high school,east,22.1
3029,15,male,0.2,84,yes,none,west,1.5
473,16,female,7.2,88,no,bachelor,west,20.9
674,16,female,0.5,99,yes,high school,south,0.0
58,16,male,5.4,83,yes,none,south,4.64
2035,16,female,0.2,67,yes,high school,north,2.77
3904,18,male,1.9,85,yes,bachelor,west,6.65
390,18,female,7.3,80,yes,master,south,18.98
2769,17,male,0.2,55,yes,master,east,16.09
1142,18,female,1.9,82,yes,high school,south,1.4
3554,16,female,1.2,53,no,none,east,0.0
799,16,male,4.5,87,no,high school,south,12.58
996,15,male,0.5,86,yes,high school,east,9.59
1689,17,female,1.6,97,no,high school,south,11.53
3119,17,female,0.3,56,yes,none,west,0.0
2800,16,female,3.3,68,yes,bachelor,east,31.42
2937,15,male,0.9,82,yes,none,south,0.0
3696,15,male,0.9,95,yes,bachelor,west,21.12
3570,18,male,7.7,94,no,none,east,52.96
4233,17,female,6.7,86,yes,none,north,15.95
1346,18,female,0.5,50,yes,high school,south,0.0
2877,16,male,0.3,80,no,none,south,0.0
3001,16,female,4.7,60,no,none,east,2.79
956,17,male,1.1,82,no,bachelor,east,6.34
2402,17,female,0.9,90,yes,bachelor,south,13.34
3970,16,male,1.2,86,no,none,south,12.5
1632,15,female,0.3,53,yes,none,east,0.0
429,17,female,3.9,87,no,high school,west,7.29
3710,17,female,0.3,90,no,master,east,9.37
2961,18,female,2.0,57,no,high school,west,2.5
2723,15,female,2.0,93,no,none,west,8.41
1189,15,male,1.5,54,yes,none,east,11.18
3997,17,male,4.7,62,yes,master,south,12.35
2142,17,female,1.3,83,yes,none,east,5.57
1603,18,female,1.1,67,no,none,east,0.0
907,15,female,4.9,94,yes,master,south,13.45
1037,16,male,0.3,58,yes,high school,south,2.41
3647,16,male,7.7,86,no,none,south,40.08
2762,18,female,1.3,94,no,none,south,0.0
3204,18,female,0.5,53,yes,bachelor,north,13.42
229,16,male,8.2,69,yes,none,south,9.71
1227,17,female,1.5,91,no,high school,south,3.48
1905,17,male,1.4,51,yes,bachelor,west,7.15
674,16,female,0.5,99,yes,high school,south,0.0
3354,17,male,1.2,81,no,none,east,0.0
553,17,male,0.2,92,no,high school,west,0.0
415,16,female,3.5,53,yes,high school,south,0.0
3043,17,male,1.9,87,yes,high school,east,14.55
3481,17,female,5.1,58,no,none,south,9.48
3399,16,female,10.0,89,yes,high school,south,26.32
843,16,male,3.7,98,yes,bachelor,north,23.58
3032,18,male,3.5,53,no,bachelor,south,12.22
1626,15,male,7.0,82,no,high school,east,39.2
1073,18,female,7.2,91,yes,high school,west,18.89
2100,16,male,0.7,68,no,none,south,0.0
1911,15,male,2.7,64,yes,high school,south,5.78
57,15,male,10.0,98,yes,none,south,59.89
1934,18,female,4.5,96,yes,high school,south,36.37
2885,18,male,1.0,56,yes,high school,east,0.0
2927,16,female,4.6,86,no,none,south,28.32
1772,15,male,1.9,66,no,bachelor,west,30.28
1008,17,male,2.0,68,no,none,south,0.0
3783,15,male,2.6,68,no,high school,south,20.34
610,18,male,0.6,99,yes,none,north,7.78
1009,17,male,1.6,92,no,none,south,0.0
1583,15,male,7.5,54,no,none,south,7.74
980,18,female,0.5,87,no,master,south,2.46
455,17,male,1.8,94,yes,none,south,3.62
2996,18,female,0.8,99,yes,high school,south,9.98
3251,16,male,0.3,88,yes,high school,south,0.33
1045,18,male,1.2,93,yes,master,south,18.67
450,15,female,3.4,97,no,none,east,27.26
465,18,male,4.3,57,no,none,east,0.0
506,17,female,0.5,83,no,none,east,0.0
2264,16,male,4.2,84,yes,none,east,25.17
1102,18,female,3.0,92,no,none,north,11.64
239,18,female,0.2,59,no,bachelor,east,4.09
1357,16,male,1.0,62,yes,high school,south,12.25
3718,18,female,0.8,96,no,high school,east,5.82
3360,15,female,0.3,87,yes,none,south,0.0
272,15,male,5.0,51,no,high school,east,19.57
2378,18,female,1.3,93,yes,high school,east,16.5
929,17,female,1.4,57,yes,high school,west,3.63
320,17,female,3.1,65,yes,high school,east,2.52
2790,16,male,4.5,94,no,high school,east,16.75
1858,15,male,0.4,66,yes,high school,east,0.0
816,15,female,4.0,94,no,none,west,3.74
1850,16,male,0.9,91,no,high school,north,15.73
2040,16,male,3.4,86,no,high school,south,14.22
1244,15,female,0.6,53,yes,high school,north,9.06
866,18,female,1.6,99,no,high school,east,11.33
3930,15,female,3.2,66,yes,none,south,8.38
1382,17,female,0.7,63,no,bachelor,south,0.0
616,16,male,3.3,66,no,bachelor,north,9.88
3760,15,female,3.9,85,no,none,south,6.78
1279,16,male,1.5,81,no,none,west,0.93
1972,17,female,0.9,80,no,none,south,0.0
2091,15,female,1.9,83,yes,bachelor,south,0.02
1573,16,male,1.0,92,no,none,south,0.0
1148,17,female,8.8,87,yes,high school,south,23.15
1570,16,female,0.7,58,yes,high school,south,9.99
1094,17,male,0.8,91,no,high school,south,6.07
3499,15,female,0.9,97,yes,none,south,0.0
1324,17,male,0.7,59,no,high school,south,0.0
2356,15,male,2.4,95,no,none,east,0.72
2885,18,male,1.0,56,yes,high school,east,0.0
3365,15,female,8.8,64,yes,none,south,24.84
1888,16,male,1.1,68,yes,none,south,0.0
1904,18,female,0.3,93,yes,high school,east,6.45
1837,15,male,0.4,69,yes,high school,south,2.68
3509,16,male,1.0,85,yes,high school,east,0.0
3119,17,female,0.3,56,yes,none,west,0.0
2554,16,male,0.5,61,yes,high school,south,9.31
