emp_score,emp_degree,emp_experience,emp_hours,emp_age
97.2,1,19,11.3,40
63.6,0,0,5.1,30
100.0,1,21,11.6,22
64.0,0,14,7.6,21
83.1,1,20,5.5,45
69.1,0,25,8.3,31
57.5,0,5,11.0,25
96.1,1,18,9.9,26
68.7,0,17,10.5,52
91.3,1,5,9.3,54
91.1,1,12,9.5,38
74.8,0,0,10.8,35
82.6,1,22,6.0,50
87.0,1,22,7.9,25
74.3,1,25,5.8,34
71.7,0,12,11.9,60
71.7,0,6,11.6,48
60.3,0,14,4.3,51
72.5,0,11,9.6,23
73.7,0,26,11.4,39
82.2,1,25,5.4,31
94.7,1,0,8.5,20
97.5,1,14,11.3,29
73.3,1,3,4.3,53
64.8,0,12,9.6,29
69.9,0,22,6.4,19
68.8,0,26,11.4,19
66.7,0,24,11.8,32
100.0,1,4,11.6,40
71.7,1,28,7.8,46
90.3,1,1,10.9,34
97.5,1,22,10.8,49
79.9,1,25,6.6,24
96.0,1,0,10.6,47
56.4,0,15,4.3,45
85.4,1,22,8.8,31
78.2,1,5,5.8,47
75.2,1,22,5.0,34
70.7,1,15,4.6,49
98.9,1,13,9.6,23
82.2,1,28,6.7,41
90.4,1,25,9.8,23
63.1,0,2,4.5,44
72.3,1,14,6.5,35
86.9,1,2,8.3,41
100.0,1,22,10.3,54
70.0,0,28,6.6,41
97.5,1,1,9.0,55
98.4,1,0,11.1,51
96.9,1,8,8.9,57
75.4,1,8,5.9,32
76.2,1,22,4.2,28
99.2,1,6,11.0,39
72.3,1,2,4.2,41
78.4,0,25,11.0,18
86.1,1,30,8.2,35
72.6,0,17,11.5,29
100.0,1,10,10.4,60
71.3,0,6,12.0,45
60.2,0,8,6.8,57
80.9,0,0,10.1,24
64.9,0,28,7.2,40
86.1,1,13,7.8,38
96.4,1,19,9.0,51
96.4,1,5,11.0,28
66.8,0,6,11.9,39
71.4,0,9,10.1,59
58.4,0,6,7.3,52
65.9,0,25,7.4,46
95.8,1,1,9.9,59
64.6,0,29,5.9,45
64.3,1,3,4.9,35
74.8,0,20,6.8,31
66.8,0,29,6.3,35
85.8,1,27,6.4,45
75.1,1,16,5.9,41
59.9,0,0,4.3,25
65.5,0,9,4.1,59
100.0,1,18,11.9,25
61.5,0,30,7.4,21
74.4,0,14,7.1,44
89.4,1,9,9.4,53
66.7,1,18,5.7,22
100.0,1,11,11.6,50
93.8,1,23,10.3,51
68.2,1,15,4.7,47
74.2,1,8,7.3,25
100.0,1,14,11.0,56
95.6,1,29,11.6,43
68.0,0,26,7.7,54
94.6,1,27,8.9,51
76.1,1,16,5.3,24
100.0,1,13,11.9,57
67.8,1,26,5.9,45
97.9,1,17,11.5,56
70.1,0,25,9.2,56
85.9,1,1,8.9,45
69.1,0,30,8.1,31
79.7,1,3,5.8,55
70.2,0,17,5.4,21
69.8,1,6,5.8,59
76.5,0,12,5.5,35
99.9,1,14,10.2,42
80.6,1,24,6.8,24
69.9,0,22,4.5,55
100.0,1,27,11.8,45
92.6,1,21,11.1,22
70.3,0,30,11.4,20
91.9,1,25,12.0,48
66.4,0,0,5.4,59
84.1,1,10,7.2,37
95.1,1,9,10.1,36
89.8,1,24,9.6,28
63.3,1,4,5.2,57
72.4,0,15,10.5,20
73.1,0,10,5.8,40
73.1,1,20,5.8,24
89.5,1,5,8.3,40
81.5,1,8,8.7,24
91.2,1,12,8.6,51
69.3,1,23,4.7,59
95.8,1,7,11.0,36
73.8,1,13,6.1,26
70.7,1,23,5.0,35
100.0,1,0,11.1,58
65.1,0,16,11.6,59
97.1,1,23,10.9,42
96.9,1,4,10.5,31
86.1,1,24,9.2,42
77.4,0,1,8.4,36
66.9,1,24,4.7,56
79.4,1,27,7.3,32
76.5,1,29,7.0,33
75.1,0,23,6.1,44
72.6,0,8,9.8,57
81.2,1,3,8.0,27
76.4,1,16,4.6,21
76.9,1,16,5.8,36
93.9,1,20,9.5,45
62.9,0,17,4.6,38
94.9,1,15,10.8,31
69.7,0,29,8.0,50
82.6,1,7,7.8,27
98.4,1,25,8.7,36
91.3,1,10,10.6,47
88.2,1,20,6.8,39
91.9,1,20,9.4,20
89.9,1,17,8.5,54
70.3,0,22,6.1,58
96.5,1,28,11.0,35
100.0,1,23,10.4,28
55.7,0,9,9.3,19
95.0,1,12,10.8,29
94.6,1,16,10.9,23
87.2,1,17,9.7,60
97.1,1,9,10.7,57
95.0,1,15,9.6,46
73.0,0,19,9.4,47
70.2,0,4,8.9,19
91.8,1,12,10.0,26
75.6,1,17,5.3,19
71.7,0,16,11.0,46
100.0,1,8,11.0,50
72.9,1,13,4.2,27
97.9,1,16,10.6,51
60.5,0,28,5.0,25
76.8,1,30,6.7,54
92.0,1,3,9.9,50
72.2,1,17,5.3,23
98.8,1,26,10.5,57
100.0,1,19,10.7,36
86.0,1,23,8.1,49
64.1,0,23,4.1,44
79.0,1,14,6.3,18
87.6,1,10,8.9,60
98.7,1,11,11.8,50
60.3,0,8,9.1,57
62.6,0,12,6.1,49
93.2,1,14,9.1,22
83.9,1,26,8.3,34
94.9,1,14,10.2,25
74.2,1,27,4.9,59
98.0,1,4,10.1,51
82.1,1,22,8.3,26
100.0,1,18,11.7,40
85.9,1,25,6.7,52
85.1,1,19,9.1,24
67.3,0,25,11.5,32
77.6,1,24,4.8,37
100.0,1,25,11.5,42
58.4,0,25,9.5,20
57.5,0,13,4.5,41
77.6,1,27,6.4,51
63.9,0,16,9.7,39
62.5,0,17,4.5,28
89.1,1,20,8.7,25
87.8,1,2,6.8,56
88.9,1,1,9.0,60
69.7,0,0,4.4,52
78.1,0,9,11.0,55
100.0,1,18,11.8,25
100.0,1,16,11.8,54
85.2,1,11,10.0,44
75.0,1,0,5.0,45
100.0,1,11,10.1,57
63.8,0,16,4.2,51
77.5,1,23,4.2,49
70.9,0,30,6.6,32
88.4,1,2,7.9,34
100.0,1,10,10.2,50
94.3,1,16,9.5,33
55.1,0,22,7.6,46
63.7,0,25,6.2,26
100.0,1,2,12.0,50
63.4,0,7,7.4,46
83.1,1,19,7.6,30
60.1,0,3,5.3,38
100.0,1,20,10.4,38
100.0,1,21,9.5,22
71.5,1,6,5.8,27
71.7,1,13,4.7,23
66.0,0,13,9.4,30
72.3,0,3,9.2,18
80.4,1,15,6.2,37
100.0,1,23,11.6,25
75.1,1,28,5.2,27
82.1,0,21,7.5,26
66.4,0,29,11.5,58
58.8,0,0,7.4,20
89.0,1,16,9.1,28
59.3,0,24,7.2,29
70.4,1,9,6.2,27
66.9,0,21,11.9,42
78.1,1,15,7.3,42
95.4,1,15,11.2,28
78.9,1,25,5.8,53
73.1,1,7,5.7,56
68.2,1,28,4.2,43
95.9,1,6,9.2,31
77.4,1,27,6.9,56
97.8,1,5,10.9,57
86.9,1,15,7.8,18
62.0,0,19,11.7,21
62.8,1,15,5.5,47
72.7,0,6,10.9,29
72.7,0,8,10.2,52
100.0,1,13,10.2,30
99.2,1,10,10.8,48
99.5,1,25,10.1,55
89.6,1,25,9.0,60
74.2,1,13,5.0,40
77.5,1,6,4.3,21
60.7,0,0,11.4,33
71.0,0,25,8.9,24
100.0,1,24,10.4,39
69.3,0,12,7.9,46
73.2,0,19,4.9,28
69.4,1,30,5.0,50
92.5,1,2,9.5,46
83.7,1,19,7.4,56
64.1,1,3,5.6,29
79.9,1,28,7.9,24
59.0,0,25,4.5,56
72.8,0,10,8.7,59
82.0,1,1,6.2,43
98.3,1,13,10.4,57
83.3,1,11,6.5,26
66.8,0,29,7.6,58
74.4,1,16,4.1,51
70.7,1,11,4.6,30
82.4,1,25,7.1,53
83.9,1,11,7.8,42
93.0,1,0,8.8,41
76.4,1,12,6.3,34
97.9,1,13,9.6,19
93.3,1,23,10.9,30
90.6,1,29,10.2,48
72.9,1,1,4.3,46
84.9,1,11,7.8,45
69.5,1,25,4.8,44
70.4,0,20,5.9,32
100.0,1,27,11.9,48
72.1,1,15,5.1,57
93.0,1,3,8.0,32
97.9,1,7,8.9,50
100.0,1,1,9.6,37
67.1,0,9,8.5,59
74.5,1,8,4.1,29
75.0,1,22,6.6,54
82.1,1,14,8.1,26
59.4,1,12,4.7,40
89.0,1,22,6.8,25
64.9,1,16,4.3,49
64.0,0,29,4.6,31
77.7,1,15,7.2,44
76.3,1,27,5.1,42
86.6,1,1,8.5,30
86.3,1,19,9.5,38
99.0,1,19,10.4,48
58.4,0,26,5.6,54
69.8,1,13,5.3,60
61.2,1,2,4.8,22
83.8,1,22,9.1,30
94.3,1,11,9.7,45
54.4,0,7,4.3,60
64.1,0,1,11.5,42
69.9,1,3,4.4,52
84.8,1,13,8.3,56
79.6,0,15,9.7,24
100.0,1,18,11.0,55
89.4,1,1,9.7,49
99.6,1,11,10.4,20
84.0,1,28,6.7,56
67.5,0,13,10.5,54
57.2,0,5,4.6,39
100.0,1,12,11.2,25
86.8,1,3,8.4,34
95.2,1,21,10.5,44
86.5,1,17,7.6,50
87.4,1,11,9.1,34
81.2,1,19,8.2,59
94.9,1,26,9.9,29
72.9,1,21,4.7,44
64.3,1,29,4.5,25
70.6,0,20,6.0,40
64.9,1,18,5.3,59
68.1,0,7,11.0,46
74.6,1,6,5.8,37
100.0,1,15,11.8,33
77.3,1,18,6.7,34
83.9,1,5,5.5,33
66.1,0,19,10.3,36
81.5,0,26,9.3,25
88.1,1,20,8.0,55
68.9,0,10,8.4,55
96.3,1,4,9.8,46
88.9,1,15,5.8,58
98.9,1,6,12.0,53
97.5,1,26,11.8,43
65.4,0,4,9.2,48
75.3,1,10,5.6,29
83.9,1,14,9.4,34
64.7,0,2,4.6,32
77.6,1,25,4.2,26
66.8,0,4,6.1,56
83.2,1,22,7.7,59
96.2,1,20,10.9,29
74.3,0,4,9.8,49
90.6,1,8,9.9,42
92.5,1,14,7.4,56
90.1,1,2,6.8,35
82.6,1,28,7.0,32
100.0,1,5,11.9,49
69.5,0,16,4.3,23
100.0,1,25,10.9,60
64.6,0,20,8.6,52
81.2,1,7,7.5,51
87.5,1,20,9.8,55
87.6,1,24,7.9,22
100.0,1,10,11.0,35
64.5,0,5,11.2,33
80.9,1,7,7.4,25
59.5,0,9,6.2,42
64.2,0,23,8.7,49
74.1,0,28,11.3,43
71.9,1,2,5.7,39
67.5,0,22,9.0,48
60.9,0,13,9.1,60
70.8,0,22,9.9,27
64.8,0,13,5.1,29
90.1,1,9,9.7,45
99.8,1,11,11.3,23
75.4,1,5,5.4,37
72.5,1,11,5.9,22
64.4,0,22,11.8,40
83.5,1,13,5.4,26
95.6,1,1,10.8,46
67.5,0,8,7.9,33
71.0,0,9,6.0,39
88.6,0,25,11.0,25
61.3,0,16,7.6,37
88.8,1,16,8.1,31
77.4,1,2,6.9,56
66.0,0,29,8.7,54
61.7,0,30,5.3,51
76.5,1,18,7.1,28
71.5,0,0,11.8,57
69.9,1,11,6.1,50
96.4,1,6,9.3,48
66.9,0,3,6.6,51
72.3,0,9,10.2,24
70.4,1,12,5.0,40
69.9,0,1,11.8,24
85.8,1,9,7.6,42
70.7,1,20,5.9,20
62.8,0,21,4.6,55
69.8,1,24,5.4,37
82.3,1,3,8.2,51
56.1,0,17,6.7,47
100.0,1,4,10.6,34
64.0,0,18,7.4,27
82.8,1,1,6.0,52
74.3,0,11,8.9,37
87.0,1,16,9.7,35
59.9,0,9,5.3,44
86.8,1,1,5.3,53
73.0,0,5,4.3,40
94.4,1,7,9.9,49
93.2,1,28,9.3,27
81.9,1,18,7.8,28
100.0,1,10,10.8,55
93.4,1,30,10.4,23
78.9,1,24,8.7,58
92.6,1,30,10.9,51
75.5,1,11,5.6,53
66.4,1,8,4.9,54
77.4,1,1,6.2,34
64.7,1,7,4.5,57
83.2,1,25,8.2,57
100.0,1,10,11.5,29
65.6,0,27,4.3,38
72.3,1,20,5.0,57
88.7,1,3,7.6,36
100.0,1,9,11.5,20
86.6,1,20,6.5,35
84.0,1,19,8.1,36
67.3,1,15,4.3,23
66.8,1,7,5.2,33
100.0,1,3,11.9,25
100.0,1,28,11.7,35
74.7,1,9,4.0,60
100.0,1,11,11.6,56
60.1,0,28,9.1,29
76.4,0,13,10.9,27
75.2,1,15,7.6,24
72.6,0,21,8.1,18
83.8,1,17,7.9,53
95.5,1,20,9.3,38
66.4,1,21,5.1,54
74.9,1,20,4.2,41
59.1,0,11,6.5,42
90.0,1,17,9.6,24
70.3,1,29,5.6,59
83.5,1,6,9.4,34
72.2,0,19,11.8,46
80.4,1,23,4.8,47
82.7,0,22,9.4,24
68.0,0,6,7.6,50
76.5,0,8,10.9,24
66.6,0,0,5.4,41
95.4,1,25,9.5,28
69.0,0,5,10.7,26
100.0,1,5,11.6,29
95.3,1,21,9.5,52
83.0,1,28,8.0,21
68.6,0,11,8.9,53
99.0,1,21,11.0,45
92.7,1,11,8.6,30
63.8,1,9,4.2,40
71.2,0,22,11.4,36
100.0,1,29,9.5,59
98.2,1,25,9.4,54
82.5,1,5,5.7,56
69.4,0,16,9.3,41
83.8,1,18,7.2,33
74.2,0,17,9.2,50
72.7,0,5,4.9,29
81.9,1,23,9.3,51
65.4,0,18,12.0,24
70.9,0,9,4.4,28
70.4,0,23,11.8,48
79.3,1,7,7.3,46
93.1,1,20,11.0,30
93.4,1,23,10.3,48
81.4,1,5,8.5,19
80.4,0,20,9.9,56
99.5,1,24,11.0,32
82.3,1,29,7.2,28
69.6,0,6,6.6,51
96.8,1,23,9.3,56
100.0,1,0,10.5,21
75.5,0,26,10.1,28
67.2,0,17,10.4,46
66.0,0,23,7.5,19
74.4,0,27,10.5,33
69.7,1,24,5.0,56
87.6,1,19,8.4,30
70.2,1,11,4.0,54
83.6,1,15,6.6,34
58.0,0,9,6.9,38
85.8,1,26,7.2,36
91.9,1,9,9.6,24
85.5,1,13,7.1,55
88.0,1,24,7.6,25
84.6,1,19,5.9,30
88.2,1,9,7.0,54
82.9,1,9,5.8,19
71.8,0,25,4.6,58
70.3,0,24,8.8,28
69.5,0,10,9.3,41
94.7,1,22,9.0,23
88.3,1,1,7.7,43
80.1,1,24,7.0,24
100.0,1,19,10.9,56
86.5,1,7,8.2,36
81.0,1,29,7.8,23
70.7,0,22,4.2,60
67.0,0,28,6.7,46
91.9,1,30,7.0,60
74.2,1,6,7.2,56
86.1,1,7,8.6,19
68.4,0,0,8.3,36
74.6,0,20,8.9,21
97.5,1,1,10.1,23
72.1,0,17,10.5,54
64.1,0,14,9.7,45
96.6,1,0,11.6,47
65.8,0,4,4.1,24
68.2,1,1,5.6,26
61.4,0,19,4.1,42
71.7,0,2,9.2,50
95.4,1,18,11.2,18
84.8,1,17,5.9,23
100.0,1,28,11.4,35
62.3,1,21,4.5,27
66.8,0,17,11.5,45
69.2,1,13,6.8,28
60.9,0,29,4.8,50
89.3,1,23,7.9,18
75.2,1,7,6.1,30
80.6,1,28,6.3,54
71.5,1,29,6.5,37
74.4,0,11,10.4,18
65.5,0,20,8.3,20
79.3,1,9,6.5,35
89.5,1,22,8.9,58
87.4,1,19,9.7,31
60.4,0,16,6.2,48
87.7,1,10,7.3,44
67.0,0,1,5.0,34
79.8,1,25,5.4,46
94.1,1,25,9.4,53
75.2,1,3,5.5,54
59.6,0,0,8.2,43
92.2,1,14,9.7,34
71.7,1,12,4.9,39
98.2,1,7,8.5,42
80.7,1,24,6.1,19
100.0,1,3,11.7,39
88.4,1,9,7.9,22
93.5,1,18,10.4,21
69.0,0,17,8.4,53
65.5,0,4,4.3,23
86.1,1,29,9.1,38
69.7,0,18,11.6,30
88.6,1,25,8.8,54
100.0,1,22,10.6,42
89.4,1,26,11.1,43
82.2,1,21,5.8,56
70.9,1,15,5.7,37
83.1,1,0,8.9,50
73.2,0,11,7.3,31
100.0,1,23,10.7,53
77.5,0,1,11.2,34
84.7,1,20,6.8,38
86.8,1,24,5.9,33
98.9,1,7,10.2,33
65.4,0,17,6.2,37
99.3,1,24,10.6,46
89.5,1,15,7.4,45
65.4,0,4,9.3,25
61.5,0,25,4.8,41
67.4,0,29,9.0,20
73.7,1,21,7.6,42
69.4,0,12,8.7,36
64.6,1,18,5.3,50
94.8,1,28,9.9,19
100.0,1,2,10.9,32
63.3,0,25,5.7,39
79.8,1,7,4.8,27
61.5,1,26,4.2,35
97.1,1,25,9.1,39
93.2,1,25,8.9,44
79.1,1,30,8.4,30
89.9,1,11,5.9,50
81.8,1,1,7.1,22
85.0,1,10,8.8,43
60.9,0,11,8.0,30
70.8,0,27,11.9,44
64.5,0,17,5.1,31
93.5,1,12,9.6,41
81.1,1,4,7.2,20
86.6,1,21,7.4,47
91.9,1,11,9.7,52
83.3,1,1,9.5,31
100.0,1,30,11.9,29
60.8,1,4,5.0,45
73.5,1,6,4.8,46
64.9,0,25,9.8,60
69.4,0,25,8.6,34
72.8,0,23,6.2,57
66.1,1,11,4.6,38
76.4,1,15,4.7,40
98.0,1,22,11.2,37
74.3,0,7,5.5,28
77.8,1,29,6.6,51
72.0,1,27,5.8,27
70.3,0,8,6.8,27
68.3,1,14,4.6,60
63.9,0,4,8.2,23
68.0,1,12,4.5,53
96.6,1,4,10.4,41
72.6,0,10,5.9,29
58.6,0,9,8.3,60
99.8,1,19,11.0,40
94.6,1,12,9.2,44
88.2,1,8,8.3,54
86.2,1,20,6.6,23
79.6,1,13,6.7,18
91.2,1,17,9.4,23
100.0,1,14,12.0,39
92.3,1,9,9.3,58
86.1,1,23,8.5,41
96.9,1,30,9.8,42
81.5,1,6,7.7,32
67.1,1,7,4.5,43
65.9,0,27,8.5,25
100.0,1,2,11.7,41
58.2,1,30,5.4,55
71.5,0,14,9.5,23
75.4,1,15,5.6,52
78.9,1,3,8.3,59
66.3,0,20,4.8,18
86.6,1,5,7.6,53
73.0,0,0,10.0,29
53.5,0,3,6.8,55
98.8,1,10,9.3,28
92.9,1,11,10.4,29
74.9,0,25,11.4,59
80.2,1,28,5.9,56
78.0,1,4,7.2,24
68.5,0,22,5.2,28
70.0,0,28,11.9,53
91.0,1,20,11.4,48
74.2,0,15,8.3,50
94.4,1,12,10.7,30
82.5,1,12,8.2,35
88.4,1,16,9.0,58
66.1,0,26,4.7,41
94.9,1,6,10.0,26
75.3,1,7,5.0,48
91.0,1,12,10.6,58
66.5,0,22,10.3,27
69.1,0,26,9.7,19
78.8,1,15,4.3,55
78.3,1,29,6.4,32
71.5,0,28,6.1,20
81.2,1,30,6.9,60
62.3,0,3,4.7,48
100.0,1,7,11.5,23
87.1,1,15,8.4,20
82.0,1,30,6.4,28
89.2,1,20,7.2,32
85.9,1,9,7.6,45
95.6,1,24,8.8,27
81.7,1,11,8.1,55
99.0,1,11,11.4,24
82.3,1,25,8.0,32
73.5,0,4,11.9,35
69.0,0,15,10.8,35
79.2,1,0,5.7,58
96.8,1,27,11.4,41
72.4,1,8,4.9,19
74.0,0,11,10.5,57
71.4,1,4,7.0,37
100.0,1,21,11.0,51
97.8,1,19,10.9,60
86.9,1,21,10.4,43
97.2,1,27,10.3,24
66.6,0,23,6.4,55
70.5,1,2,4.6,47
72.2,0,4,7.2,59
78.0,1,1,5.4,22
94.5,1,13,9.6,28
82.7,1,1,6.8,18
71.3,0,12,11.8,51
100.0,1,6,9.1,18
90.2,1,9,10.6,36
65.8,0,12,5.1,19
99.4,1,15,10.9,38
100.0,1,25,11.4,37
81.3,1,13,7.9,40
81.1,1,10,8.9,38
70.9,0,9,10.1,41
75.7,1,5,5.4,21
75.5,0,3,8.0,29
76.0,1,20,7.2,39
79.0,1,0,5.2,37
93.1,1,6,6.9,35
62.7,0,23,4.5,18
62.5,1,8,4.2,47
70.8,1,7,5.1,50
100.0,1,4,11.7,41
90.6,1,18,8.4,31
99.8,1,9,11.7,53
91.3,1,10,7.5,22
73.7,1,24,6.5,28
59.4,0,14,8.0,41
73.0,0,5,7.5,48
60.4,1,14,4.8,30
90.0,1,4,9.1,33
91.4,1,28,5.7,41
90.2,1,18,9.0,30
63.6,0,21,9.2,41
73.2,1,18,5.2,43
64.2,0,9,4.5,19
71.0,0,11,10.2,33
87.9,1,21,7.7,55
59.3,0,3,4.5,18
100.0,1,30,12.0,28
65.7,0,17,4.5,52
96.7,1,15,9.6,60
100.0,1,7,11.9,46
72.3,0,3,5.9,54
71.8,1,24,5.1,34
73.8,1,22,5.0,56
74.3,1,11,6.4,59
59.8,0,1,4.8,45
96.4,1,3,9.5,46
68.0,1,4,4.5,60
82.1,1,2,8.1,20
100.0,1,8,12.0,27
100.0,1,28,10.5,59
87.0,1,20,8.9,31
78.4,1,17,6.5,29
90.5,1,10,9.0,59
77.4,1,2,8.2,47
76.0,1,29,7.4,49
74.4,1,30,5.0,49
96.2,1,24,11.1,59
72.9,0,22,7.6,49
79.8,1,1,5.6,43
84.8,1,8,6.9,18
92.0,1,13,7.3,59
97.4,1,3,10.6,19
97.7,1,28,9.9,34
92.8,1,8,10.2,47
76.4,0,30,4.1,56
92.9,1,12,7.3,24
85.4,1,17,7.9,44
70.6,1,14,4.2,26
72.9,0,27,6.1,39
94.6,1,9,10.1,51
69.7,1,15,5.1,18
72.7,0,11,8.3,26
66.1,0,19,5.7,37
65.0,0,4,4.1,36
72.5,1,1,5.9,53
94.5,1,9,11.8,57
98.0,1,0,10.4,21
100.0,1,6,11.7,26
84.4,1,25,7.9,58
79.1,1,16,4.9,39
84.2,1,15,8.4,35
79.1,1,26,7.6,29
98.1,1,26,10.8,59
71.1,1,23,4.8,60
71.8,0,2,7.9,56
69.5,1,13,5.2,26
73.4,0,9,6.6,23
100.0,1,21,9.9,36
84.9,1,6,7.8,24
87.8,1,25,7.0,33
61.9,0,16,7.2,22
89.9,1,29,7.7,33
75.5,0,5,10.3,18
100.0,1,22,11.1,54
71.6,0,21,11.6,56
55.5,0,3,10.3,36
76.1,1,16,6.5,54
89.6,1,26,9.5,34
62.6,0,8,7.5,43
66.6,0,3,6.0,39
96.2,1,6,10.7,25
65.3,1,22,4.3,50
95.2,1,1,11.2,19
64.1,0,16,7.7,47
96.5,1,23,9.1,37
66.0,0,7,9.3,35
68.6,0,22,11.2,60
88.6,1,29,9.1,27
91.8,1,30,8.9,41
66.8,0,14,4.5,21
52.9,0,30,8.1,54
70.3,0,14,5.2,21
100.0,1,7,9.9,30
81.2,1,15,8.1,42
64.6,0,18,9.4,30
62.1,0,10,4.3,35
67.3,1,1,4.7,41
94.9,1,22,9.7,19
60.9,1,23,4.6,50
59.0,0,16,4.6,36
71.8,0,27,4.1,26
97.8,1,25,11.7,45
100.0,1,15,9.9,52
68.6,0,24,6.8,56
69.6,1,14,6.4,27
70.0,0,12,6.8,18
95.3,1,14,10.2,59
67.0,0,26,9.3,38
66.7,0,3,5.5,26
76.6,1,15,5.4,32
75.1,1,29,4.8,52
97.7,1,11,9.3,22
97.6,1,29,10.1,58
59.2,0,3,6.1,39
66.4,1,2,4.2,58
79.4,0,21,4.7,40
100.0,1,16,11.7,24
90.5,1,21,6.4,40
100.0,1,17,10.2,42
70.2,0,24,9.0,44
83.3,1,17,7.1,58
75.2,1,22,5.6,23
63.7,1,27,5.0,51
69.0,0,16,8.9,26
76.3,0,11,10.2,50
88.2,1,22,9.2,23
89.2,1,20,8.2,54
68.6,0,23,4.3,48
98.3,1,3,11.7,51
94.5,1,30,10.4,58
73.5,1,11,6.3,46
67.7,0,30,11.8,31
62.4,0,25,8.8,53
84.5,1,22,8.7,53
77.1,0,21,10.0,32
92.6,1,20,10.5,25
92.3,1,19,9.3,43
70.1,1,14,5.0,53
86.1,1,22,6.7,38
100.0,1,27,11.4,45
70.1,0,15,5.8,21
82.9,1,4,7.0,33
82.4,1,20,7.5,39
77.9,1,14,7.5,29
78.6,0,16,8.9,33
67.7,0,17,11.5,57
69.2,0,4,5.9,55
77.7,1,12,5.0,59
72.3,1,18,5.6,54
100.0,1,29,11.1,46
73.0,0,12,9.2,35
74.9,0,17,6.3,27
95.0,1,13,10.5,59
92.6,1,29,10.9,56
68.2,0,3,10.8,35
100.0,1,3,11.4,18
66.3,0,19,6.0,56
93.2,1,19,10.0,38
75.0,1,18,7.7,18
73.1,0,12,10.7,32
79.7,0,11,9.8,21
98.3,1,6,10.2,37
72.3,0,24,9.2,27
77.2,1,11,5.4,40
89.6,1,20,8.4,58
100.0,1,3,11.9,51
100.0,1,26,11.5,50
68.0,1,1,4.3,51
61.3,0,1,5.3,56
71.5,1,4,5.1,27
95.7,1,22,9.8,37
95.9,1,9,10.5,18
67.3,0,9,5.7,30
70.2,0,8,8.0,18
100.0,1,12,10.7,22
76.3,0,6,9.9,33
87.9,1,4,8.3,32
82.7,1,25,8.7,45
84.6,1,9,8.1,48
78.9,1,9,6.4,40
79.2,1,5,8.5,60
99.7,1,26,9.5,34
71.7,0,27,11.0,51
92.8,1,18,9.1,30
100.0,1,20,10.1,31
70.6,1,7,5.3,28
87.5,1,0,7.7,45
67.8,1,27,4.1,59
76.0,1,16,6.0,49
90.3,1,6,9.8,52
80.3,0,13,11.9,48
69.7,1,20,4.8,34
86.0,1,29,7.2,26
87.4,1,20,10.4,27
81.2,1,16,5.6,25
93.2,1,8,8.4,38
70.4,0,16,9.9,30
89.0,1,4,8.9,22
67.5,0,25,5.5,23
92.2,1,24,6.8,47
87.4,1,29,10.3,48
72.3,0,30,8.4,34
59.5,0,19,4.0,28
95.3,1,28,10.1,37
63.0,0,7,4.3,26
92.7,1,5,10.0,19
65.6,0,10,5.6,54
66.0,0,30,11.7,18
86.4,1,18,6.9,21
70.8,1,3,6.6,53
76.1,1,17,5.2,42
77.4,1,0,6.4,20
93.7,1,12,11.0,26
100.0,1,13,12.0,39
73.5,1,23,6.9,40
84.3,1,0,7.6,29
86.9,1,29,9.8,27
100.0,1,28,11.1,51
64.1,0,10,8.7,60
79.8,1,16,7.1,27
68.8,0,3,7.3,47
89.2,1,25,9.6,39
63.7,0,11,4.0,23
82.7,1,9,9.0,19
84.0,1,30,6.8,47
79.2,0,5,10.4,19
78.7,0,24,4.7,49
69.2,0,0,8.7,59
89.3,1,6,7.8,33
82.2,1,25,9.1,29
72.0,0,26,4.5,18
92.8,1,20,8.6,25
85.8,1,27,8.5,30
94.4,1,30,8.5,32
88.5,1,15,8.8,25
90.1,1,23,9.4,27
99.4,1,13,10.4,22
60.8,0,22,6.2,36
75.7,0,19,10.6,55
62.7,0,19,8.0,28
59.4,0,5,4.6,60
65.6,1,21,4.5,37
83.8,1,24,6.7,37
93.2,1,27,10.3,38
62.9,0,4,9.7,35
67.3,0,23,10.3,27
86.5,1,20,8.1,51
77.9,1,17,7.5,43
59.4,0,14,5.2,47
90.4,1,5,6.6,26
79.3,1,24,7.5,48
69.6,1,28,4.7,59
74.1,1,18,5.8,21
66.7,0,0,8.8,23
73.0,0,0,9.9,31
100.0,1,12,12.0,21
100.0,1,2,11.5,43
84.9,1,9,9.1,56
89.5,1,20,7.4,34
68.6,0,2,9.1,36
100.0,1,8,10.3,23
53.7,0,7,4.9,46
83.7,1,2,7.3,28
100.0,1,24,10.7,33
80.1,1,30,7.1,47
87.5,1,12,8.6,42
90.6,1,5,8.7,57
71.8,1,12,5.5,28
79.5,1,22,6.9,24
65.0,0,19,6.7,43
61.1,0,19,4.2,39
70.3,0,11,4.2,42
73.0,0,12,10.7,36
79.1,1,1,6.2,48
90.7,1,20,8.1,43
77.4,1,23,6.4,59
67.7,0,22,11.5,58
74.3,1,15,6.1,53
83.5,1,22,7.4,40
94.1,1,5,11.0,30
95.8,1,18,10.7,42
72.1,1,20,5.5,19
81.0,0,12,10.4,19
53.8,0,16,7.7,33
84.5,1,22,7.9,26
81.4,1,8,5.1,45
71.5,1,16,4.6,30
73.6,0,28,9.8,52
86.4,1,1,8.0,58
80.4,1,18,7.5,30
83.1,1,18,9.8,48
71.2,0,23,10.1,38
61.4,0,6,5.3,49
86.0,1,21,8.9,51
70.4,1,30,5.1,25
